Food Name,Image URL,Ingredients
Rainbow Mixed Terrine,https://static.wikia.nocookie.net/cookingmama/images/a/ab/CM5_31.png/revision/latest/scale-to-width-down/185?cb=20191015084151,"Broccoli
Cherry Tomatoes
Carrot
Cucumber
Consomme
Green Bean
Gelatin
Salt
Pepper
Cauliflower
Okra
Baby Corn
Served with green sauce"
Herb Hotdog,https://static.wikia.nocookie.net/cookingmama/images/3/31/CM5_32.png/revision/latest/scale-to-width-down/185?cb=20191015084200,"Bread
Tomato
Green Bell Pepper
Onion
Basil
Italian Parsley
Cumin Seeds
Sea Salt
Chopped Meat
Salt
Pepper
Sugar
Nutmeg
Cardamom
Mayonnaise
Ketchup
Garnished with cherry tomatoes and parsley"
Hanami Dumplings,https://static.wikia.nocookie.net/cookingmama/images/c/c8/CM5_33.png/revision/latest/scale-to-width-down/185?cb=20191015084207,"Rice Flour (shiratamako)
Water
Sakura Powder
Green Tea Powder (matcha)"
Takoyaki,https://static.wikia.nocookie.net/cookingmama/images/f/f2/CM5_34.png/revision/latest/scale-to-width-down/185?cb=20191015084215,Ingredients not found
Cocktail Juice,https://static.wikia.nocookie.net/cookingmama/images/0/00/CM5_35.png/revision/latest/scale-to-width-down/185?cb=20191015084223,"Ice
Orange Juice
Pineapple Juice
Lemon Juice
Garnished with cherry and mint leaves"
Apple Clafoutis,https://static.wikia.nocookie.net/cookingmama/images/3/3c/CM5_36.png/revision/latest/scale-to-width-down/185?cb=20191015084231,"Egg
White Flour (hakurikiko)
Sugar
Melted Butter
Milk
Rum
Apple"
Pudding à la Mode,https://static.wikia.nocookie.net/cookingmama/images/9/9d/CM5_37.png/revision/latest/scale-to-width-down/185?cb=20191015113817,"Egg
Sugar
Milk
Vanilla Beans
Caramel Tablet
Cherry
Strawberry
Pink Cream
Orange
Kiwi"
Assorted Pickles,https://static.wikia.nocookie.net/cookingmama/images/4/4a/CM5_38.png/revision/latest/scale-to-width-down/185?cb=20191222150716,"Cucumber
Salt
Bay Leaf
Garlic
Dried Red Pepper (takanotsume)
Sugar
Vinegar
Clove"
Shiso Gyouza,https://static.wikia.nocookie.net/cookingmama/images/a/a7/CM5_39.png/revision/latest/scale-to-width-down/185?cb=20191015113844,"Enriched Flour (kyorikiko)
Water
Cabbage
Pork
Garlic
Ginger
Salt
Pepper
Sesame Oil
Shiso
Creamed Potato Flour (katakuriko slurry)"
Grilled Seafood,https://static.wikia.nocookie.net/cookingmama/images/8/89/CM5_40.png/revision/latest/scale-to-width-down/185?cb=20191015113919,"Tiger Prawn (kuruma-ebi)
Snow Crab
Abalone
Scallop
Turban Shell (sazae)
Soy Sauce
Garnished with Japanese maple leaves"
Barbecue Skewers,https://static.wikia.nocookie.net/cookingmama/images/a/a0/CM5_41.png/revision/latest/scale-to-width-down/185?cb=20191015113929,"Green Onion
Shiitake
Salt
Pepper
Shishito Pepper
Beef
Cherry Tomatoes"
Decorated Cake,https://static.wikia.nocookie.net/cookingmama/images/d/d5/CM5_42.png/revision/latest/scale-to-width-down/185?cb=20191222151940,Ingredients not found
Popcorn,https://static.wikia.nocookie.net/cookingmama/images/4/41/CM5_43.png/revision/latest/scale-to-width-down/185?cb=20191015130654,"Popcorn Kernels
Salt"
Toasted Sandwich,https://static.wikia.nocookie.net/cookingmama/images/2/20/CM5_44.png/revision/latest/scale-to-width-down/185?cb=20191015130703,Ingredients not found
Soft Serve Ice Cream,https://static.wikia.nocookie.net/cookingmama/images/5/55/CM5_45.1.png/revision/latest/scale-to-width-down/185?cb=20191015130717,"Sugar Cone
Vanilla Ice Cream"
Teriyaki Chicken Burger,https://static.wikia.nocookie.net/cookingmama/images/a/aa/CM5_46.png/revision/latest/scale-to-width-down/185?cb=20191015130725,"Buns
Tomato
Lettuce
Beef
Egg
Bread
Salt
Pepper
Nutmeg
Black Pepper
Butter
Pickles
Cheese"
Ramen,https://static.wikia.nocookie.net/cookingmama/images/0/04/CM5_47.png/revision/latest/scale-to-width-down/185?cb=20191015130748,"Egg
Enriched Flour (kyorikiko)
Water
Sesame Oil
Chicken Stock
Soy Sauce
Oyster Sauce
Vinegar
Garlic Paste
Salt
Pepper
Barbecued Pork (chashu)
Soft-Boiled Egg
Menma (fermented bamboo shoots)
Narutomaki (spiral shaped kamaboko)
Shiraga Negi (thinly sliced leek)"
Crab Fried Rice,https://static.wikia.nocookie.net/cookingmama/images/8/85/CM5_48.png/revision/latest/scale-to-width-down/185?cb=20191015130756,Ingredients not found
Mushroom Sauce Fettuccine,https://static.wikia.nocookie.net/cookingmama/images/f/f0/CM5_49.png/revision/latest/scale-to-width-down/185?cb=20191015142344,"Spinach
Egg
Enriched Flour (kyorikiko)
White Flour (hakurikiko)
Semolina Flour
Olive Oil
Bacon
Mushroom
Onion
White Wine
Salt
Pepper
Milk
Wheat Flour (komugiko)
Rice Wine (sake)
Garlic"
Miso Soup,https://static.wikia.nocookie.net/cookingmama/images/4/48/CM5_50.png/revision/latest/scale-to-width-down/185?cb=20191015142350,Ingredients not found
Grilled Vegetable Curry,https://static.wikia.nocookie.net/cookingmama/images/d/d5/CM5_51.png/revision/latest/scale-to-width-down/185?cb=20191015142358,Ingredients not found
Lasagna,https://static.wikia.nocookie.net/cookingmama/images/7/74/CM5_52.png/revision/latest/scale-to-width-down/185?cb=20191015142406,"Eggs
Cake Flour
Butter
Olive Oil
Bread Flour
Semolina
Onion
Pork
Tomato Sauce
Red Wine
Salt
Mushrooms
White Sauce (Béchamel sauce, a simple sauce of milk, butter, and flour)
Cheese
Garnished with chopped parsley"
Duck à l'Orange,https://static.wikia.nocookie.net/cookingmama/images/6/67/CM5_53.png/revision/latest/scale-to-width-down/185?cb=20191015142415,"Duck Meat (breast)
Salt
Pepper
Orange
Butter
Honey
Balsamic Vinegar
Wheat Flour (komugiko)
Garnished with parsley"
Avocado Prosciutto Roll,https://static.wikia.nocookie.net/cookingmama/images/e/eb/CM5_54.png/revision/latest/scale-to-width-down/185?cb=20191015142423,"Avocado
Prosciutto
Served with lemon slices
Garnished with parsley sprig, chopped parsley, and pepper"
Cod Sauté,https://static.wikia.nocookie.net/cookingmama/images/c/cb/CM5_55.png/revision/latest/scale-to-width-down/185?cb=20191015153711,"Cod
Salt
Pepper
Wheat Flour (komugiko)
Butter
Cherry Tomatoes
Lemon
Parsley
Baby Corn"
Mama Lunch Box,https://static.wikia.nocookie.net/cookingmama/images/4/4c/CM5_56.png/revision/latest/scale-to-width-down/185?cb=20191015153721,"Rice
French Bread
Steamed Roll
California Roll
Jambalaya
Fortune Roll
Squid Fried Soba
Mama Rice
Shrimp Tempura
Flounder in Soy Broth
Tandoori Chicken
Meat Loaf
Hamburg Steak
Sweet and Sour Pork
T-Bone Steak
Cutlet
Broccoli
Fried Egg
Octopus Sausage
Burdock Root
Shrimp with Mayonnaise
Rice Croquette
Sweet Potato
Summer Roll"
Ginger Cookies,https://static.wikia.nocookie.net/cookingmama/images/2/28/CM5_57.png/revision/latest/scale-to-width-down/185?cb=20191015153729,"White Flour (hakurikiko)
Egg Yolk
Ginger
Melted Butter
Sugar
Egg Whites
Lemon Juice"
Pork Cutlet Rice Bowl,https://static.wikia.nocookie.net/cookingmama/images/a/a0/CM5_58.png/revision/latest/scale-to-width-down/185?cb=20191015153737,Ingredients not found
Nikujaga Soup,https://static.wikia.nocookie.net/cookingmama/images/5/57/CM5_59.png/revision/latest/scale-to-width-down/185?cb=20191015153744,"Potato
Carrot
Onion
Green Bean
Beef
Vegetable Oil
Soy Sauce
Cooking Wine (mirin)
Sugar
Dashi Stock"
Sardine & Veggie Tempura,https://static.wikia.nocookie.net/cookingmama/images/d/d2/CM5_60.png/revision/latest/scale-to-width-down/185?cb=20191015153752,Ingredients not found
Salisbury Steak,https://static.wikia.nocookie.net/cookingmama/images/c/c1/CML_01.2.png/revision/latest/scale-to-width-down/185?cb=20181212023622,Ingredients not found
Cheese Omelet,https://static.wikia.nocookie.net/cookingmama/images/c/c2/Cheese_Omelet.png/revision/latest/scale-to-width-down/185?cb=20161203231849,Ingredients not found
Cupcake,https://static.wikia.nocookie.net/cookingmama/images/9/90/Cupcake.png/revision/latest/scale-to-width-down/185?cb=20161203232002,"Eggs
Wheat Flour (komugiko)
Milk
Sugar
Salt
Layer 1 Decorations: Whipped Cream, Strawberry Jam, Chocolate Frosting, Green Christmas Wreath Cookie, Dobos Pieces
Layer 2 Decorations: Mint Frosting, Pink Frosting, Whipped Cream, Chestnut Cream, Chocolate Frosting
Layer 3 Decorations: Candied Chestnut, Cherries and Mint Leaves, Heart and Stick Cookies, Strawberries, Rose"
French Fries,https://static.wikia.nocookie.net/cookingmama/images/8/8e/French_Fries.png/revision/latest/scale-to-width-down/185?cb=20161203232120,"Potato
Potato Flour (katakuriko)
Salt
Served with ketchup and mayonnaise
Garnished with watercress"
Egg Tart,https://static.wikia.nocookie.net/cookingmama/images/f/f4/CML_81.png/revision/latest/scale-to-width-down/185?cb=20180918073903,"Egg Yolk
Sugar
White Flour
Vanilla Extract
Milk
Pastry Dough"
African Chicken,https://static.wikia.nocookie.net/cookingmama/images/6/6e/CML_82.png/revision/latest/scale-to-width-down/185?cb=20180918075756,"Garlic
Onion
Shallot
Lemon Peel
Coconut Milk
Paprika
Bay Leaf
Salt
Pepper
Red Chili
Chicken
Butter
Olive Oil
White Wine
Served with black olives, pickles, and potato wedges"
Mendiants,https://static.wikia.nocookie.net/cookingmama/images/2/2c/Mendiants.png/revision/latest/scale-to-width-down/185?cb=20161215061700,"Macadamia Nuts
Almonds
Pistachios
Walnuts
Cashews
Peanut
Couverture Chocolate
Orange Peel
Dried Cranberries
Raisins"
Clam Chowder,https://static.wikia.nocookie.net/cookingmama/images/7/73/Clam_Chowder.png/revision/latest/scale-to-width-down/185?cb=20161204002623,"Carrot
Potato
Celery
Onion
Clams (asari)
White Wine
Water
Consomme
Bay Leaf
Milk
Fresh Cream
Garnished with parsley"
Sushi Balls,https://static.wikia.nocookie.net/cookingmama/images/6/62/CML_69.png/revision/latest/scale-to-width-down/185?cb=20170629142945,"Rice
Vinegar
Salmon
Omelet
Cucumber
Carrot
Sea Bream
Seaweed"
Nikujaga Soup,https://static.wikia.nocookie.net/cookingmama/images/b/bf/CML_70.png/revision/latest/scale-to-width-down/185?cb=20170701080552,"Potato
Carrot
Onion
Green Bean
Beef
Vegetable Oil
Soy Sauce
Cooking Wine (mirin)
Sugar
Dashi Stock"
Pizza,https://static.wikia.nocookie.net/cookingmama/images/e/ed/Pizza_2.png/revision/latest/scale-to-width-down/185?cb=20161204002349,Ingredients not found
Colorful Mille Crêpe,https://static.wikia.nocookie.net/cookingmama/images/4/4f/Colorful_Mille_Crepe.png/revision/latest/scale-to-width-down/185?cb=20161204002456,"White Flour (hakurikiko)
Egg
Sugar
Milk
Melted Butter
Fresh Cream
Condensed Milk
Vanilla Extract"
Tonkatsu,https://static.wikia.nocookie.net/cookingmama/images/6/68/Tonkatsu.png/revision/latest/scale-to-width-down/185?cb=20161204003612,"Pork
Egg
Flour (komugiko)
Breadcrumbs (panko)
Cherry Tomatoes
Cabbage
Lemon Wedge"
Sesame Dumplings,https://static.wikia.nocookie.net/cookingmama/images/1/11/Sesame_Dumplings_2.png/revision/latest/scale-to-width-down/185?cb=20161204003524,"Rice Flour (shiratamako)
Flour Starch (ukiko)
Lard
Water
Sugar
Red Bean Paste (anko)
Sesame Seeds"
Paella,https://static.wikia.nocookie.net/cookingmama/images/c/c3/Paella_2.png/revision/latest/scale-to-width-down/185?cb=20161204003740,"Mussels
Rice
Onion
Red Pepper
Yellow Pepper
Squid
Shrimp
Saffron
White Wine"
Cod Sauté,https://static.wikia.nocookie.net/cookingmama/images/3/3d/Cod_Saute.png/revision/latest/scale-to-width-down/185?cb=20161217014946,"Cod
Salt
Pepper
Wheat Flour (komugiko)
Butter
Cherry Tomatoes
Lemon
Parsley
Baby Corn"
Pudding,https://static.wikia.nocookie.net/cookingmama/images/2/23/Pudding.png/revision/latest/scale-to-width-down/185?cb=20161204003841,"Eggs
Milk
Sugar
Liqueur (Grand Marnier)
Vanilla Extract
Water
Presented with whipped cream and cherry"
Ice Cream,https://static.wikia.nocookie.net/cookingmama/images/5/5d/Ice_Cream.png/revision/latest/scale-to-width-down/185?cb=20161204003920,"Waffle Cone
Ice Creams
Strawberry
Chocolate
Vanilla
Mint Chocolate Chip
Dragon Fruit
Mango
Strawberry
Chocolate
Vanilla
Mint Chocolate Chip
Dragon Fruit
Mango
Toppings
Rainbow Sprinkles
Chocolate Sprinkles
Nuts
Rainbow Sprinkles
Chocolate Sprinkles
Nuts"
Yule Log,https://static.wikia.nocookie.net/cookingmama/images/d/dd/Yule_Log.png/revision/latest/scale-to-width-down/185?cb=20161219044415,"Couverture Chocolate
Fresh Cream
Granulated Sugar
Sponge Cake
Powdered Sugar
Decorations
Pink Bow
Holly
Snowman
Whipped Cream
Chocolate Tree on a Square Wafer
Christmas Wreath
Star Cookie
Santa Mama Figurine
Strawberries
Pink Bow
Holly
Snowman
Whipped Cream
Chocolate Tree on a Square Wafer
Christmas Wreath
Star Cookie
Santa Mama Figurine
Strawberries"
Spaghetti Carbonara,https://static.wikia.nocookie.net/cookingmama/images/a/a4/Spaghetti_Carbonara.png/revision/latest/scale-to-width-down/185?cb=20161220045134,"Pasta
Bacon
Egg
Cheese
Fresh Cream
Salt
Black Pepper
Garnished with a single egg yolk"
Heart Apple Pie,https://static.wikia.nocookie.net/cookingmama/images/f/ff/Heart_Apple_Pie.png/revision/latest/scale-to-width-down/185?cb=20161204004428,"Apples
Sugar
Lemon Juice
Pie Crust
Egg Yolk"
Takoyaki,https://static.wikia.nocookie.net/cookingmama/images/8/87/Takoyaki_2.png/revision/latest/scale-to-width-down/185?cb=20161204005110,Ingredients not found
Pancakes,https://static.wikia.nocookie.net/cookingmama/images/e/e3/Pancakes_2.png/revision/latest/scale-to-width-down/185?cb=20161204004641,"Pancake Mix
Egg
Milk
Served with pancake syrup and a pat of butter"
Yakitori,https://static.wikia.nocookie.net/cookingmama/images/7/7c/Yakitori.png/revision/latest/scale-to-width-down/185?cb=20161204004906,Ingredients not found
Teriyaki Chicken Burger,https://static.wikia.nocookie.net/cookingmama/images/e/ea/Teriyaki_Chicken_Burger.png/revision/latest/scale-to-width-down/185?cb=20161220052132,"Buns
Tomato
Lettuce
Beef
Egg
Bread
Salt
Pepper
Nutmeg
Black Pepper
Butter
Pickles
Cheese"
Japanese Steak,https://static.wikia.nocookie.net/cookingmama/images/5/55/Japanese_Steak.png/revision/latest/scale-to-width-down/185?cb=20161204005157,"Beef
Flavoring
Butter
Dashi
Soy Sauce
Sugar
Cooking Sake (mirin)
Potato Starch (katakuriko)
Daikon Radish
Arrangement Items: Fries, Broccoli, Grated Daikon, Corn, Green Beans, Carrots"
Cabbage Roll,https://static.wikia.nocookie.net/cookingmama/images/2/25/Cabbage_Roll.png/revision/latest/scale-to-width-down/185?cb=20161204005640,Ingredients not found
Fruit Sundae,https://static.wikia.nocookie.net/cookingmama/images/7/72/Fruit_Sundae.png/revision/latest/scale-to-width-down/185?cb=20161224093240,"Egg
Sugar
Milk
Vanilla Beans
Caramel Tablet
Cherry
Strawberry
Pink Cream
Orange
Kiwi"
Farfalle,https://static.wikia.nocookie.net/cookingmama/images/2/2a/Farfalle.png/revision/latest/scale-to-width-down/185?cb=20161224094957,"Egg
Enriched Flour (kyorikiko)
Olive Oil
Semolina Flour
White Flour (hakurikiko)
Basil
Garlic
Pine Nut
Salt
Parmesan Cheese
Garnished with parmesan cheese and basil leaves"
Sweet Potato,https://static.wikia.nocookie.net/cookingmama/images/2/26/Sweet_Potato.png/revision/latest/scale-to-width-down/185?cb=20161204010014,"Sweet Potato (satsumaimo)
Egg Yolk
Sugar
Salt
Milk
Butter"
Shiso Gyouza,https://static.wikia.nocookie.net/cookingmama/images/1/12/CML_24.png/revision/latest/scale-to-width-down/185?cb=20170507010856,"Enriched Flour (kyorikiko)
Water
Cabbage
Pork
Garlic
Ginger
Salt
Pepper
Sesame Oil
Shiso
Creamed Potato Flour (katakuriko slurry)"
Tempura,https://static.wikia.nocookie.net/cookingmama/images/0/06/Tempura_2.png/revision/latest/scale-to-width-down/185?cb=20161204010132,Ingredients not found
Potato Gratin,https://static.wikia.nocookie.net/cookingmama/images/a/a2/Potato_Gratin.png/revision/latest/scale-to-width-down/185?cb=20161204010218,"Potato
Weiner
Shredded Cheese
Pepper
Parsley"
Galette,https://static.wikia.nocookie.net/cookingmama/images/4/40/Galette.png/revision/latest/scale-to-width-down/185?cb=20161224101916,"Buckwheat Flour
Salt
Water
Egg
Serrano Ham
Avocado
Pepper"
Decorated Cake,https://static.wikia.nocookie.net/cookingmama/images/f/ff/Decorated_Cake.png/revision/latest/scale-to-width-down/185?cb=20161204011248,Ingredients not found
Hot Dog,https://static.wikia.nocookie.net/cookingmama/images/f/f7/Hot_Dog_2.png/revision/latest/scale-to-width-down/185?cb=20161204011031,"Bread Bun
Lettuce*
Tomato*
Cheese
Onion
Relish
Sausage
Ketchup
Mustard"
Doughnut,https://static.wikia.nocookie.net/cookingmama/images/3/36/Doughnut.png/revision/latest/scale-to-width-down/185?cb=20161204011212,"Sugar
White Flour (hakurikiko)
Butter
Egg
Salt
Yeast
Milk"
Crab Fried Rice,https://static.wikia.nocookie.net/cookingmama/images/c/c2/Crab_Fried_Rice_2.png/revision/latest/scale-to-width-down/185?cb=20161204011318,Ingredients not found
Lasagna,https://static.wikia.nocookie.net/cookingmama/images/6/63/Lasagna_2.png/revision/latest/scale-to-width-down/185?cb=20161204011147,"Eggs
Cake Flour
Butter
Olive Oil
Bread Flour
Semolina
Onion
Pork
Tomato Sauce
Red Wine
Salt
Mushrooms
White Sauce (Béchamel sauce, a simple sauce of milk, butter, and flour)
Cheese
Garnished with chopped parsley"
Meatballs,https://static.wikia.nocookie.net/cookingmama/images/d/df/Meatballs_2.png/revision/latest/scale-to-width-down/185?cb=20161204011117,Ingredients not found
Fried Chicken,https://static.wikia.nocookie.net/cookingmama/images/7/74/Fried_Chicken_2.png/revision/latest/scale-to-width-down/185?cb=20161204011353,Ingredients not found
Cornbread,https://static.wikia.nocookie.net/cookingmama/images/3/3f/Cornbread.png/revision/latest/scale-to-width-down/185?cb=20161204011428,"Onion
Corn
Egg
Butter
Honey
Salt
Pepper
Baking Powder
Yellow Cornmeal
Wheat Flour (komugiko)"
Ramen,https://static.wikia.nocookie.net/cookingmama/images/f/f8/Ramen.png/revision/latest/scale-to-width-down/185?cb=20161230080829,"Egg
Enriched Flour (kyorikiko)
Water
Sesame Oil
Chicken Stock
Soy Sauce
Oyster Sauce
Vinegar
Garlic Paste
Salt
Pepper
Barbecued Pork (chashu)
Soft-Boiled Egg
Menma (fermented bamboo shoots)
Narutomaki (spiral shaped kamaboko)
Shiraga Negi (thinly sliced leek)"
Macaroon,https://static.wikia.nocookie.net/cookingmama/images/d/d0/Macaroon.png/revision/latest/scale-to-width-down/185?cb=20161204062228,"Almond Meal
Eggs Whites
Sugar
Green Food Coloring
Pink Food Coloring
Brown Food Coloring
Melted Chocolate
Strawberry Jam
Kiwi Jam"
Vegetable Curry,https://static.wikia.nocookie.net/cookingmama/images/7/75/Vegetable_Curry_2.png/revision/latest/scale-to-width-down/185?cb=20161204062514,Ingredients not found
Chocolate Cornet,https://static.wikia.nocookie.net/cookingmama/images/a/aa/Chocolate_Cornet.png/revision/latest/scale-to-width-down/185?cb=20161204062430,"Egg
Enriched Flour (kyorikiko)
Sugar
Salt
Skimmed Milk
Chocolate Custard"
Loco Moco,https://static.wikia.nocookie.net/cookingmama/images/b/b4/Loco_Moco.png/revision/latest/scale-to-width-down/185?cb=20161204062350,"Beef
Egg
Nutmeg
Milk
Salt
Pepper
Meat Juice
Wheat Flour (komugiko)
Water
Butter
White Wine
Served on top of rice with lettuce"
Bagel Sandwich,https://static.wikia.nocookie.net/cookingmama/images/8/8b/Bagel_Sandwich.png/revision/latest/scale-to-width-down/185?cb=20161204062304,"Enriched Flour (kyorikiko)
Hot Water
Sugar
Yeast
Salt
Olive Oil"
Tagliatelle Bolognese,https://static.wikia.nocookie.net/cookingmama/images/1/1d/Tagliatelle_Bolognese.png/revision/latest/scale-to-width-down/185?cb=20161230083618,"Pasta
Beef
Onion
Carrot
Celery
Garlic
Salt
Pepper
Tomato Puree
Bouillon
Bay Leaves
Garnished with parsley and oregano"
Soba,https://static.wikia.nocookie.net/cookingmama/images/e/e2/Soba_2.png/revision/latest/scale-to-width-down/185?cb=20161204062549,Ingredients not found
Tuna and Avocado Salad,https://static.wikia.nocookie.net/cookingmama/images/3/37/Tuna_and_Avocado_Salad.png/revision/latest/scale-to-width-down/185?cb=20161222044942,"Wasabi
Tuna
Avocado
Lemon Juice
Soy Sauce
Garnished with parsley"
Spaghetti in Squid Ink,https://static.wikia.nocookie.net/cookingmama/images/b/bf/Spaghetti_in_Squid_Ink-0.png/revision/latest/scale-to-width-down/185?cb=20161222045439,"Spaghetti
Egg
Squid Ink
Cake Flour
Semolina
Bread Flour
Olive Oil
Salt
Squid
Garlic
Red Chili Pepper
Wine
Garnished with parsley"
Hamburger,https://static.wikia.nocookie.net/cookingmama/images/7/7c/Hamburger-0.png/revision/latest/scale-to-width-down/185?cb=20161223051518,"Buns
Tomato
Lettuce
Beef
Egg
Bread
Salt
Pepper
Nutmeg
Black Pepper
Butter
Pickles
Cheese"
Seafood Curry,https://static.wikia.nocookie.net/cookingmama/images/0/05/Seafood_Curry_2.png/revision/latest/scale-to-width-down/185?cb=20161223072502,"Shrimp
Squid
Onion
Water
Curry Roux
Served with rice"
Cherry Pie,https://static.wikia.nocookie.net/cookingmama/images/a/ab/CML_47.png/revision/latest/scale-to-width-down/185?cb=20180309051049,"Apples
Sugar
Lemon Juice
Pie Crust
Egg Yolk"
Pumpkin Gratin,https://static.wikia.nocookie.net/cookingmama/images/a/af/CML_48.png/revision/latest/scale-to-width-down/185?cb=20180309051732,"Kabocha Pumpkin
Macaroni
Chicken Breast
Onion
Vegetable Oil
White Sauce (Béchamel)
Salt
Pepper
Butter
Shredded Cheese"
Ginger Cookies,https://static.wikia.nocookie.net/cookingmama/images/1/19/CML_50.png/revision/latest/scale-to-width-down/185?cb=20180309052424,"White Flour (hakurikiko)
Egg Yolk
Ginger
Melted Butter
Sugar
Egg Whites
Lemon Juice"
Mashed Potato Trees,https://static.wikia.nocookie.net/cookingmama/images/d/d8/CML_49.png/revision/latest/scale-to-width-down/185?cb=20180309052338,"Potatoes
Milk
Salt
Pepper
Carrot
Red Bell Pepper
Yellow Bell Pepper
Broccoli
Holly Decoration"
Zoni,https://static.wikia.nocookie.net/cookingmama/images/e/ea/CML_52.png/revision/latest/scale-to-width-down/185?cb=20180309052659,"Glutinous rice
Chicken
Carrot
Daikon Radish
Soy Sauce
Rice Wine
Salt
Mitsuba (Japanese wild parsley)"
Sushi,https://static.wikia.nocookie.net/cookingmama/images/a/af/CML_51.png/revision/latest/scale-to-width-down/185?cb=20180309052619,Ingredients not found
Valentine Cookies,https://static.wikia.nocookie.net/cookingmama/images/b/b0/CML_54.png/revision/latest/scale-to-width-down/185?cb=20180309053149,"White Flour (hakurikiko)
Egg Yolk
Sugar
Butter
Salt"
Heart Ganache,https://static.wikia.nocookie.net/cookingmama/images/e/e7/CML_53.png/revision/latest/scale-to-width-down/185?cb=20180309053033,"Couverture Chocolate
Fresh Cream
Crackers
Pink Candy Hearts
Silver Dragées
Yellow Candy Stars"
Devilled Eggs,https://static.wikia.nocookie.net/cookingmama/images/f/fd/CML_56.png/revision/latest/scale-to-width-down/185?cb=20180309053701,"Egg
Pickle
Egg Yolk
Garnished with cherry tomatoes, broccoli, black olives, parsley, and an Easter egg"
Lamb Chops,https://static.wikia.nocookie.net/cookingmama/images/9/92/CML_55.png/revision/latest/scale-to-width-down/185?cb=20180309053610,"Rosemary
Thyme
Bay Leaves
Sea Salt
Lamb Rack
Garnished with a rosemary sprig"
Flower Bavarois,https://static.wikia.nocookie.net/cookingmama/images/2/2d/CML_58.png/revision/latest/scale-to-width-down/185?cb=20180309053902,"Egg Yolk
Granulated Sugar
Milk
Vanilla Extract
Gelatin
Fresh Cream
Liquid Jelly
Edible Flowers (red carnations, yellow pansies, horseshoe geranium)
Decorated with pink and red carnation petals"
Mama's Sushi,https://static.wikia.nocookie.net/cookingmama/images/1/18/CML_57.png/revision/latest/scale-to-width-down/185?cb=20180309053816,"Beef
Egg
Rice
Vinegar
Carrot
Snap Peas
Sakura denbu (pink flaked cod)
Nori (seaweed)
Decorated with red carnations"
Beef Bourguignon,https://static.wikia.nocookie.net/cookingmama/images/e/e6/CML_60.png/revision/latest/scale-to-width-down/185?cb=20180309054028,"Beef
Carrot
Onion
Celery
Vegetable Oil
Salt
Pepper
Wheat Flour (komugiko)
Red Wine
Tomato Puree
Garnished with chervil"
Mama Bento Box,https://static.wikia.nocookie.net/cookingmama/images/9/9b/CML_59.png/revision/latest/scale-to-width-down/185?cb=20180309053950,"Rice
French Bread
Steamed Roll
California Roll
Jambalaya
Fortune Roll
Squid Fried Soba
Mama Rice
Shrimp Tempura
Flounder in Soy Broth
Tandoori Chicken
Meat Loaf
Hamburg Steak
Sweet and Sour Pork
T-Bone Steak
Cutlet
Broccoli
Fried Egg
Octopus Sausage
Burdock Root
Shrimp with Mayonnaise
Rice Croquette
Sweet Potato
Summer Roll"
Shaved Ice,https://static.wikia.nocookie.net/cookingmama/images/2/2d/CML_62.png/revision/latest/scale-to-width-down/185?cb=20180309054253,"Ice
Strawberry Flavoring
Lemon Flavoring
Blue Hawaii Flavoring"
Sōmen Noodles,https://static.wikia.nocookie.net/cookingmama/images/4/45/CML_61.png/revision/latest/scale-to-width-down/185?cb=20180309054214,"Ginger
Cherry Tomatoes
Orange
Sōmen Noodles
Ice
Japanese maple leaves
Green Onion
Tsuyu (dipping sauce)"
Tempura Udon,https://static.wikia.nocookie.net/cookingmama/images/1/1c/CML_67.png/revision/latest/scale-to-width-down/185?cb=20170402151403,Ingredients not found
Mitarashi Dango,https://static.wikia.nocookie.net/cookingmama/images/4/44/CML_68.png/revision/latest/scale-to-width-down/185?cb=20170402152422,"Rice Flour (shiratamako)
Water
Sugar
Soy Sauce
Potato Flour (katakuriko)
Presented with red Japanese maple leaves."
Baked Cheesecake,https://static.wikia.nocookie.net/cookingmama/images/f/f0/CML_71.png/revision/latest/scale-to-width-down/185?cb=20171228121427,"Graham Cracker
Butter
Cream Cheese
Granulated Sugar
White Flour
Egg
Fresh Cream
Lemon Juice"
Eclair,https://static.wikia.nocookie.net/cookingmama/images/2/2a/CML_72.png/revision/latest/scale-to-width-down/185?cb=20171228123210,"Chocolate
Water
Butter
Salt
Wheat Flour
Sugar
Egg Yolk
Milk
Liqueur (Grand Marnier)"
Sakura-mochi,https://static.wikia.nocookie.net/cookingmama/images/d/d9/CML_73.png/revision/latest/scale-to-width-down/185?cb=20180311222459,"Water
Rice (mochigome)
Daikon Radish
Soy Sauce
Seaweed
Kinako (roasted soybean flour)"
Miso Mackerel,https://static.wikia.nocookie.net/cookingmama/images/e/e2/CML_74.png/revision/latest/scale-to-width-down/185?cb=20180311230022,"Japanese Spanish Mackerel (sawara)
Salt
Miso
Sugar
Cooking Wine (sake)
Rice Wine (mirin)
Served with lime half and grated daikon on top of a shiso leaf
Decorated with cherry blossoms and seri (water dropwort) leaves"
Cannoli,https://static.wikia.nocookie.net/cookingmama/images/a/aa/CML_75.png/revision/latest/scale-to-width-down/185?cb=20180427000643,"Egg Yolk
White Flour
Sugar
Melted Butter
Marsala Wine
Fresh Cream
Ricotta Cheese
Sugar
Chocolate
Powdered Sugar
Pistachios
Red and Green Glace Cherries
Candied Orange Peel
Garnished with mint"
